year,County,Females (Age 0-11),Females (Age 12-17),Females (Age 18-39),Females (Age >40),Total Female,Males (Age 0-11),Males (Age 12-17),Males (Age 18-39),Males (Age >40),Total Male,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,JDP_TOTALADP,JST_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ARSON,JRN_ASSAULT,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,Total Population
2012,GRAYS HARBOR,5023,2556,8716,19309,35602,5079,2700,10587,19183,37548,0,0,0,0,0,0,0,0,0,8,535,0,436,314,527,0,43,91,0,0,6,0,2,4,5,2164,23,806,28,619,1335,3589,168,64,30,0,84,228,1,14,2218,7,22,364,2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.6,0,2,0,7,18,0,11,136,0,0,50,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,14,73150
2013,GRAYS HARBOR,5008,2520,8788,19304,35620,5086,2661,10626,19207,37580,0,0,0,0,0,0,0,0,0,9,739,1,670,484,478,1,21,129,0,0,6,0,1,2,6,3046,1,1139,21,543,1839,4728,262,58,0,0,0,0,0,0,0,0,0,0,0,0,373,1,150,85,258,1,7,31,0,1732,0,1,0,2,1,2,2,17,624,3465,142,36,139.0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,27,15,24,0,0,12,67,0,0,0,0,1,0,0,64,254,0,0,1,9,6,4,16,73200
2014,GRAYS HARBOR,4975,2488,8769,19387,35619,5043,2619,10638,19381,37681,0,0,0,0,0,0,0,0,0,9,895,0,552,421,442,1,34,136,0,0,9,0,1,3,5,2692,9,1299,33,543,1642,4534,255,87,0,0,0,0,0,0,0,0,0,0,0,6,439,0,102,83,222,0,9,40,0,1296,0,1,0,1,0,2,9,20,498,2920,138,54,145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,7,29,0,0,7,62,0,0,0,1,0,0,0,23,170,0,1,0,6,3,5,9,73300
2015,GRAYS HARBOR,4948,2491,8586,19411,35437,5001,2616,10523,19533,37673,0,0,0,0,0,0,0,0,0,6,1020,1,604,492,514,0,29,122,0,0,8,0,1,0,5,2800,5,1496,38,643,1630,4939,345,119,0,0,0,0,0,0,0,0,0,0,0,2,491,0,99,106,306,0,4,19,0,1179,0,4,0,1,0,0,4,18,501,2988,201,53,150.0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,5,5,20,0,0,11,81,0,0,0,0,2,0,0,35,198,1,2,0,8,1,2,9,73110
2016,GRAYS HARBOR,4960,2500,8185,19471,35117,4989,2622,10316,19776,37703,0,0,0,0,0,0,0,0,0,16,917,0,418,457,436,2,39,157,0,0,6,0,3,0,16,2483,1,1421,24,536,1527,4440,338,83,0,0,0,0,0,0,0,0,0,0,0,5,406,0,75,93,247,0,6,44,0,1052,0,2,0,2,0,5,1,11,532,2687,181,25,142.67,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,8,12,0,1,7,34,0,0,0,0,5,0,0,30,140,1,1,0,5,1,6,6,72820
2010,ISLAND,5991,2985,10321,21120,40418,6445,3197,11742,19297,40682,74,5,332,0,49,17,8,779,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,25,95,0,5,899,5,0,98,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,5,3,12,22,0,3,114,1,1,52,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,81100
2011,ISLAND,5174,2740,9311,22573,39799,5435,2769,10602,20197,39001,64,15,534,2,27,24,6,864,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,41,105,3,4,899,6,1,115,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,0,1,10,19,0,0,123,2,0,38,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78800
2012,ISLAND,5344,2508,9583,22664,40096,5564,2665,10852,20172,39254,0,0,0,0,0,0,0,0,0,9,544,0,493,559,177,0,21,41,0,0,5,0,1,2,2,2332,1,698,4,216,1246,3246,105,36,41,0,27,49,2,2,634,5,1,99,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,5,0,4,11,0,4,68,1,0,14,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,79350
2013,ISLAND,5427,2424,9646,22797,40293,5640,2597,10908,20260,39407,0,0,0,0,0,0,0,0,0,4,474,0,431,476,79,1,32,20,0,0,6,0,0,2,2,2084,2,633,8,114,1132,2831,131,31,0,0,0,0,0,0,0,0,0,0,0,0,234,0,34,23,32,0,3,1,0,860,0,5,0,0,0,1,2,2,156,1435,68,14,61.0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,6,3,10,0,0,2,30,0,0,0,0,0,0,1,21,105,1,0,0,2,1,0,3,79700
2014,ISLAND,5517,2392,9618,22909,40436,5697,2566,10919,20383,39564,0,0,0,0,0,0,0,0,0,3,429,0,366,433,56,0,14,21,0,0,8,0,1,2,6,1778,0,566,9,105,953,2449,105,43,0,0,0,0,0,0,0,0,0,0,0,1,216,0,25,26,24,0,3,6,0,549,0,8,0,0,0,0,0,10,142,1076,57,9,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,10,0,0,0,0,23,0,0,0,0,0,0,0,15,87,3,1,0,2,0,0,2,80000
2015,ISLAND,5579,2358,9593,23199,40728,5721,2523,10872,20756,39872,0,0,0,0,0,0,0,0,0,3,371,0,262,296,37,2,22,23,0,0,6,0,1,0,4,1342,0,487,11,92,746,1921,86,51,0,0,0,0,0,0,0,0,0,0,0,1,210,0,13,18,17,0,5,7,0,356,0,3,0,3,0,1,0,5,73,761,42,7,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5,4,0,0,3,18,0,0,1,0,0,0,1,16,68,1,0,0,4,0,3,4,80600
2016,ISLAND,5661,2284,9512,24571,42029,5739,2422,10742,21978,40881,0,0,0,0,0,0,0,0,0,3,408,0,268,326,75,0,22,24,0,0,4,0,1,4,1,1378,0,559,4,113,755,2050,118,37,0,0,0,0,0,0,0,0,0,0,0,0,196,0,28,21,44,0,4,6,0,468,0,6,1,0,1,0,0,4,98,940,52,11,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,9,4,0,0,2,10,2,0,0,0,0,0,0,14,68,0,0,0,2,1,1,3,82910
2010,JEFFERSON,1531,943,2387,9834,14696,1517,1003,2607,9478,14604,49,3,192,1,29,6,5,491,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,16,107,0,6,363,1,2,62,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3,0,6,0,4,21,0,1,56,0,0,21,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,29300
2011,JEFFERSON,1341,818,2391,10610,15160,1373,852,2696,9970,14890,27,3,164,0,25,14,5,440,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,10,54,0,6,471,1,4,27,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,2,0,13,23,0,0,45,0,0,10,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,30050
2012,JEFFERSON,1312,785,2444,10690,15231,1348,794,2788,10014,14944,0,0,0,0,0,0,0,0,0,12,319,1,199,245,62,0,17,25,0,0,2,0,0,5,4,1101,0,415,2,78,625,1594,64,12,20,1,12,27,0,3,402,0,1,45,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4,0,1,0,2,10,0,1,47,0,0,12,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,30175
2013,JEFFERSON,1292,764,2472,10757,15285,1345,786,2785,10075,14990,0,0,0,0,0,0,0,0,0,3,275,0,158,194,68,0,22,23,0,0,6,1,0,3,1,971,1,397,1,81,593,1449,89,11,0,0,0,0,0,0,0,0,0,0,0,0,119,0,24,20,46,0,4,1,0,369,0,2,2,0,0,0,0,1,79,718,46,5,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,3,13,0,0,2,23,0,0,0,0,0,0,0,12,72,1,6,0,2,1,0,3,30275
2014,JEFFERSON,1295,738,2483,10987,15503,1352,759,2795,10291,15197,0,0,0,0,0,0,0,0,0,5,300,0,251,211,62,0,13,33,0,0,13,0,0,2,2,1112,0,411,5,77,627,1600,63,13,0,0,0,0,0,0,0,0,0,0,0,2,127,0,23,12,42,0,0,6,0,353,0,1,0,0,1,0,0,2,63,672,33,7,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,14,0,0,0,25,0,0,0,0,0,0,1,9,66,0,2,0,3,1,0,4,30700
2015,JEFFERSON,1279,727,2477,11083,15566,1320,753,2775,10465,15314,0,0,0,0,0,0,0,0,0,4,249,0,184,178,59,1,7,15,0,0,4,0,1,1,2,833,0,337,4,70,455,1240,67,9,0,0,0,0,0,0,0,0,0,0,0,0,108,0,19,14,46,0,0,3,0,303,0,0,0,1,0,1,0,5,45,591,43,3,39.0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,2,7,0,0,0,52,0,0,0,0,0,0,0,5,84,0,0,0,1,0,0,1,30880
2016,JEFFERSON,1274,719,2468,11194,15655,1322,748,2756,10610,15435,0,0,0,0,0,0,0,0,0,3,249,0,135,161,71,0,13,18,0,0,3,0,1,1,1,774,0,320,2,86,460,1180,48,14,0,0,0,0,0,0,0,0,0,0,0,1,99,0,16,23,45,0,1,4,0,281,0,0,0,1,1,0,0,2,45,554,31,4,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8,11,0,0,0,17,0,0,0,0,1,0,0,13,61,1,0,0,1,1,0,2,31090
2010,KING,130901,63510,314244,461405,970060,137390,66317,330725,428909,963340,3418,409,16047,41,9097,585,2562,53948,86107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,12,709,2741,15,198,25996,53,450,5727,36853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347.4,0,75,8,161,339,0,47,1174,4,146,660,2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,112,16,27,148,1933400
2011,KING,135553,65341,313876,460042,974814,142090,68701,324951,432044,967786,3647,335,16907,36,9031,565,2528,51843,84892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,16,566,2128,12,220,24385,61,436,5614,34439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201.3,0,71,10,158,348,1,28,1284,16,87,678,2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,15,11,85,1942600
2012,KING,136886,66469,308835,469403,981590,143347,69495,319524,443043,975410,941,158,7454,23,3505,321,737,16124,29263,134,13567,0,9623,12105,3778,31,1037,652,2,0,130,1,34,44,26,72061,286,16151,1829,4892,47302,93104,1723,800,1162,17,676,1926,24,166,17907,62,411,5258,27609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946.3,6,117,9,126,278,0,23,1406,4,93,792,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,95,23,21,131,1957000
2013,KING,138927,67040,313040,474663,993670,145460,69747,324419,448603,988230,470,117,4942,9,2207,214,355,10437,18751,155,14514,0,11212,14064,3511,23,1210,675,0,3,134,2,34,50,54,86528,266,17484,2101,4730,57763,108742,2072,899,44,0,67,85,1,9,1024,7,18,450,1705,13,5547,0,672,775,1858,5,193,100,0,14259,0,40,2,10,16,8,182,456,6932,32225,828,329,1960.1,12,6,1,12,25,0,0,90,0,4,71,209,6,496,199,107,179,0,1,19,637,1,0,1,4,0,3,144,838,2695,10,50,7,96,19,20,122,1981900
2014,KING,141332,67668,323217,478986,1011203,147607,70525,335549,452366,1006047,547,127,4677,12,2413,229,408,10896,19309,185,16991,0,12289,15225,3682,35,1344,838,1,6,195,2,44,62,45,105971,521,20803,2251,5214,74642,131988,2665,965,41,1,42,53,3,7,985,8,38,471,1649,14,5682,0,605,717,1684,0,226,111,0,14183,0,33,1,21,25,4,329,426,7143,32512,990,318,2075.8,0,4,5,8,14,0,1,103,2,10,105,252,0,526,152,96,141,0,6,25,687,1,0,1,2,3,5,143,820,2675,14,53,3,99,23,30,125,2017250
2015,KING,142966,68696,333033,483253,1027948,149102,71707,346292,457751,1024852,427,114,3234,17,1969,196,266,7260,13483,219,18380,1,13708,16910,4248,69,1433,902,2,21,172,0,45,60,45,107549,480,22666,2251,6137,72958,136352,3086,1362,0,0,0,0,0,0,0,0,0,0,0,22,6444,0,694,923,1890,3,186,130,2,15294,8,42,1,16,17,9,224,522,7636,35765,1244,458,2029.884963989258,0,0,0,0,0,0,0,0,0,0,0,0,3,495,111,109,140,0,0,15,605,4,0,0,7,0,2,173,790,2544,11,79,2,87,22,26,111,2052800
2016,KING,146087,70209,352156,485134,1053585,151807,73352,367332,459024,1051515,492,97,3033,9,2443,181,309,6918,15270,234,18357,3,13547,17873,4494,93,1423,1105,0,14,168,0,49,69,57,112429,512,22788,2420,6457,76836,141674,3026,1394,0,0,0,0,0,0,0,0,0,0,0,26,6218,1,902,924,2005,3,199,158,0,15293,0,48,1,16,17,11,380,513,7150,35570,1266,439,2023.387954711912,0,0,0,0,0,0,0,0,0,0,0,0,4,438,84,96,119,0,3,14,503,4,0,8,5,2,1,147,710,2207,10,59,1,107,24,24,132,2105100
2010,KITSAP,19251,10158,33102,59687,122199,20499,10740,38315,56548,126101,718,58,1656,2,362,164,115,4438,7513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,6,204,596,8,62,5325,46,71,562,7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.0,0,35,1,37,67,0,12,445,3,5,107,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,9,15,248300
2011,KITSAP,17849,9656,32372,65473,125350,18610,10311,38775,60854,128550,541,34,1984,3,568,123,115,4766,8134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,5,215,514,5,36,4333,33,70,624,6076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,21,1,29,64,0,4,354,1,3,111,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,5,253900
2012,KITSAP,17751,8940,32422,66660,125774,18496,9685,39375,61170,128726,0,0,0,0,0,0,0,0,0,41,2683,0,2044,1831,1335,7,307,241,0,0,16,0,5,24,1,11441,19,2969,111,1503,7100,15913,0,148,148,6,131,328,3,20,1970,10,47,543,3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.0,7,10,0,19,30,0,4,200,2,11,69,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,13,21,254500
2013,KITSAP,17927,8441,31254,67914,125538,18580,9288,38925,61667,128462,0,0,0,0,0,0,0,0,0,41,2518,0,1884,1588,1049,6,362,224,0,0,12,0,2,18,1,10517,23,3304,107,1228,6529,15049,530,155,0,0,0,0,0,0,0,0,0,0,0,9,840,0,222,114,324,0,48,29,0,1418,0,3,0,2,4,0,8,36,773,4032,174,28,444.0,4,0,0,0,0,0,0,0,0,0,0,0,2,120,11,45,54,0,0,10,66,0,0,0,0,0,0,4,79,395,0,4,0,15,2,8,17,254000
2014,KITSAP,17891,8564,31057,68939,126451,18537,9252,39155,62506,129449,0,0,0,0,0,0,0,0,0,35,2520,1,1625,1438,967,8,298,245,0,0,17,0,7,14,0,10260,41,3411,82,1130,6773,14801,608,122,0,0,0,0,0,0,0,0,0,0,0,6,813,0,175,122,296,0,44,26,0,1120,0,3,0,1,4,0,19,33,803,3720,216,39,435.0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,16,16,29,0,0,7,51,1,0,0,0,0,0,2,58,297,1,0,0,12,4,7,16,255900
2015,KITSAP,17979,8628,30726,70229,127563,18567,9222,39242,63606,130637,0,0,0,0,0,0,0,0,0,29,2655,0,1428,1449,835,8,360,196,0,0,18,1,7,18,0,9813,43,3557,96,1009,6443,14379,662,131,0,0,0,0,0,0,0,0,0,0,0,2,805,0,183,105,308,0,34,29,0,1114,0,4,0,6,2,0,24,39,721,3614,204,34,385.0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,24,17,32,0,0,6,70,0,0,0,1,0,0,3,53,332,3,0,0,7,1,12,8,258200
2016,KITSAP,18206,8668,30338,72581,129793,18864,9207,39527,65199,132797,0,0,0,0,0,0,0,0,0,28,2788,1,1449,1387,897,15,287,204,0,1,20,0,1,19,17,9744,27,3689,93,1066,6484,14499,656,125,0,0,0,0,0,0,0,0,0,0,0,7,874,0,171,96,357,1,36,27,0,1161,0,5,0,2,0,1,8,45,674,3689,197,27,399.0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,7,17,31,0,0,12,43,0,0,0,0,0,0,6,52,267,0,3,0,6,2,16,8,262590
2011,SKAMANIA,769,441,1248,3082,5539,772,463,1249,3127,5611,8,0,52,0,11,2,0,151,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,22,0,5,234,2,0,15,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,0,0,0,1,0,0,13,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11150
2010,KITTITAS,2366,1257,7662,9044,20330,2412,1361,7759,8638,20170,22,9,389,0,92,23,11,1309,1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,37,205,0,15,1778,8,8,150,2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,2,0,14,22,0,0,86,0,0,46,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,7,40500
2011,KITTITAS,2434,1196,7767,8910,20308,2509,1325,8473,8685,20992,33,7,360,2,69,16,10,1135,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,32,176,1,8,1701,4,10,129,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,0,0,6,16,0,3,94,0,1,26,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41300
2012,KITTITAS,2351,1678,7756,8632,20418,2453,1606,8603,8421,21082,0,0,0,0,0,0,0,0,0,13,381,0,264,586,303,1,20,31,0,0,1,0,0,3,2,2228,0,524,6,330,1338,3082,108,25,8,3,13,99,0,6,834,3,2,101,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,0,0,0,0,11,0,0,58,2,1,22,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,5,41500
2013,KITTITAS,2439,1589,7631,8943,20604,2550,1498,8479,8770,21296,0,0,0,0,0,0,0,0,0,4,384,1,334,662,158,2,24,22,0,0,2,0,1,1,2,2134,0,520,10,193,1097,2847,110,33,0,0,0,0,0,0,0,0,0,0,0,2,220,1,44,47,52,0,2,7,0,738,0,2,0,5,0,0,0,2,135,1332,59,16,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,4,9,9,0,0,1,35,0,0,0,0,0,0,2,21,103,1,1,0,2,0,2,2,41900
2014,KITTITAS,2419,1747,7526,8999,20692,2577,1620,8362,8849,21408,0,0,0,0,0,0,0,0,0,7,360,0,219,554,174,1,20,23,0,0,0,0,1,10,6,1839,1,525,4,218,1034,2582,131,37,0,0,0,0,0,0,0,0,0,0,0,4,196,0,11,42,53,0,6,8,0,706,0,0,0,1,2,1,1,7,145,1263,66,14,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,2,7,0,0,1,40,0,0,0,0,0,0,0,27,101,0,0,0,4,0,1,4,42100
2015,KITTITAS,2422,1800,7569,9106,20897,2593,1667,8438,9075,21773,0,0,0,0,0,0,0,0,0,4,343,0,204,520,214,2,12,33,0,0,0,0,0,5,6,1658,7,498,8,255,908,2411,117,28,0,0,0,0,0,0,0,0,0,0,0,0,195,0,17,37,95,1,5,12,0,618,0,0,0,0,2,0,6,4,117,1171,50,12,87.44,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,6,8,0,0,0,23,0,0,0,0,0,0,0,9,74,2,0,0,3,1,0,4,42670
2016,KITTITAS,2505,1753,7683,9343,21283,2665,1638,8663,9460,22427,0,0,0,0,0,0,0,0,0,3,306,0,156,402,213,2,23,31,0,0,1,1,0,0,11,1540,0,470,7,260,947,2270,131,36,0,0,0,0,0,0,0,0,0,0,0,5,165,0,24,33,120,0,1,6,0,620,0,0,0,1,0,0,0,2,108,1164,64,15,81.08,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,10,0,0,3,17,0,0,0,0,0,0,0,19,71,0,3,0,5,1,0,6,43710
2010,KLICKITAT,1572,906,2226,5522,10224,1562,937,2255,5522,10276,15,0,169,0,48,1,0,197,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,13,128,0,16,663,1,0,58,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.68,0,2,0,4,6,0,0,55,0,0,16,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,20500
2011,KLICKITAT,1378,784,2139,5832,10135,1470,824,2232,5839,10365,13,2,80,0,26,0,0,153,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20,41,0,9,383,2,0,22,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,0,1,0,9,3,0,0,31,0,0,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20500
2012,KLICKITAT,1373,709,2161,5929,10172,1391,833,2219,5985,10428,0,0,0,0,0,0,0,0,0,0,126,0,91,130,33,0,13,12,0,0,0,0,0,0,0,486,0,188,1,46,251,720,50,13,4,0,4,20,0,2,223,3,1,17,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,2,0,0,1,0,0,29,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6,20600
2013,KLICKITAT,1382,701,2144,6004,10232,1365,826,2203,6073,10468,0,0,0,0,0,0,0,0,0,0,143,0,107,106,22,0,15,6,0,0,0,0,1,0,0,466,0,207,4,36,234,709,57,14,0,0,0,0,0,0,0,0,0,0,0,0,57,0,10,5,12,0,1,0,0,194,0,0,0,0,0,0,0,8,45,355,20,3,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,19,0,0,0,0,0,0,0,13,48,0,0,0,5,1,0,6,20700
2014,KLICKITAT,1380,702,2149,6085,10317,1351,829,2211,6143,10533,0,0,0,0,0,0,0,0,0,2,136,0,81,107,17,0,12,10,0,0,0,0,0,1,0,411,0,173,2,21,207,605,26,4,0,0,0,0,0,0,0,0,0,0,0,0,59,0,5,6,15,0,0,0,0,230,0,0,0,0,0,0,0,0,22,345,7,1,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,2,0,0,0,41,0,0,0,0,0,0,3,17,77,1,0,1,2,0,0,3,20850
