Date,Sales,Excise Tax Due,Sales (Shelf Price)
9/26/2015,1586874.01,499105.32,2085979.33
9/27/2015,1045466.6,343449.22,1388915.82
9/28/2015,1992314.56,388994.77,2381309.33
9/29/2015,2857863.29,725624.89,3583488.18
9/30/2015,2727496.41,570622.86,3298119.27
10/1/2015,2232892.87,492069.06,2724961.93
10/2/2015,2602857.06,626456.4,3229313.46
10/3/2015,1648666.3,512069.68,2160735.98
10/4/2015,1063463.17,357328.69,1420791.86
10/5/2015,1795966.5,405284.72,2201251.22
10/6/2015,1754169.62,403434.6,2157604.22
10/7/2015,1984589.18,391781.64,2376370.82
10/8/2015,2260987.48,419055.51,2680042.99
10/9/2015,2822507.21,619047.35,3441554.56
10/10/2015,1659882.05,488710.62,2148592.67
10/11/2015,1030355.04,326180.23,1356535.27
10/12/2015,1790106.84,361305.95,2151412.79
10/13/2015,1936142.34,474965.35,2411107.69
10/14/2015,1957357.08,380349.65,2337706.73
10/15/2015,2447072.79,433401.1,2880473.89
10/16/2015,2735518.93,577391.03,3312909.96
10/17/2015,1661365.71,481821,2143186.71
10/18/2015,1141014.89,352437.64,1493452.53
10/19/2015,1885366.14,411631.47,2296997.61
10/20/2015,1890228.75,459254.42,2349483.17
10/21/2015,2141306.24,457610.3,2598916.54
10/22/2015,2360881.34,411695.47,2772576.81
10/23/2015,2758596.35,591649.34,3350245.69
10/24/2015,1617777.64,503865.6,2121643.24
10/25/2015,1177010.15,358258.5,1535268.65
10/26/2015,1857920.88,387229.93,2245150.81
10/27/2015,1851895.79,443200.96,2295096.75
10/28/2015,2242838.06,380448.23,2623286.29
10/29/2015,2476291.48,431384.94,2907676.42
10/30/2015,2851163.16,637877.95,3489041.11
10/31/2015,1621574.33,516829.74,2138404.07
11/1/2015,1106337.57,345700.08,1452037.65
11/2/2015,1802771.89,393442.41,2196214.3
11/3/2015,1735553.3,426117.63,2161670.93
11/4/2015,1957682.82,395526.43,2353209.25
11/5/2015,2311311.7,446050.79,2757362.49
11/6/2015,2680737.17,610277.11,3291014.28
11/7/2015,1611563.19,496460.57,2108023.76
11/8/2015,1098961.62,349506.95,1448468.57
11/9/2015,2217978.2,389643.29,2607621.49
11/10/2015,1846875.31,415126.35,2262001.66
11/11/2015,2066666.6,396944.52,2463611.12
11/12/2015,2104416.99,413109.24,2517526.23
11/13/2015,2814542.14,593926.61,3408468.75
11/14/2015,1669167.34,500976.7,2170144.04
11/15/2015,1105827.9,361429.33,1467257.23
11/16/2015,1804941.89,383362.3,2188304.19
11/17/2015,1659600.05,346985.26,2006585.31
11/18/2015,2149090.55,386499.45,2535590
11/19/2015,2192356.41,424459.41,2616815.82
11/20/2015,2655584.73,605718.8,3261303.53
11/21/2015,1564507.74,497693.93,2062201.67
11/22/2015,1110215.6,343532.41,1453748.01
11/23/2015,2327919.37,414617.68,2742537.05
11/24/2015,2815458.88,456311.14,3271770.02
11/25/2015,3543271.98,679916.5,4223188.48
11/26/2015,406460.06,117479.04,523939.1
11/27/2015,2339771.94,698113.2,3037885.14
11/28/2015,1442852.49,451049.17,1893901.66
11/29/2015,1008759.26,325456.82,1334216.08
11/30/2015,2293036.9,514038.61,2807075.51
12/1/2015,1749575.73,455340.16,2204915.89
12/2/2015,1858500.79,401330.38,2259831.17
12/3/2015,2195979.62,457701.29,2653680.91
12/4/2015,2759780.99,602775.5,3362556.49
12/5/2015,1604711.56,501267.94,2105979.5
12/6/2015,1377217.45,338335.17,1715552.62
12/7/2015,1932370.4,403896.09,2336266.49
12/8/2015,1765367.38,385738.26,2151105.64
12/9/2015,2174864.93,423150.47,2598015.4
12/10/2015,2326505.27,432196.89,2758702.16
12/11/2015,2592988.02,593989.05,3186977.07
12/12/2015,1733561.73,507598.82,2241160.55
12/13/2015,1030832.06,344687.81,1375519.87
12/14/2015,1694114.39,412202.97,2106317.36
12/15/2015,1748663.35,431945.3,2180608.65
12/16/2015,2102035.64,428699.32,2530734.96
12/17/2015,2155791.76,442931.25,2598723.01
12/18/2015,2669028.83,634633.13,3303661.96
12/19/2015,1681464.28,562266.67,2243730.95
12/20/2015,1454328.19,413481.9,1867810.09
12/21/2015,2163188.28,487507.76,2650696.04
12/22/2015,2424764.39,534332.85,2959097.24
12/23/2015,2785206.45,658971.91,3444178.36
12/24/2015,2031459.06,632985.3,2664444.36
12/25/2015,225607.62,71343.24,296950.86
12/26/2015,1777462.79,618671.44,2396134.23
12/27/2015,1046749.07,357322.99,1404072.06
12/28/2015,1806147.77,467171.29,2273319.06
12/29/2015,2176207.83,485282.12,2661489.95
12/30/2015,2501963.25,518449.22,3020412.47
12/31/2015,2957653.45,864267.41,3821920.86
1/1/2016,1370953.18,362599,1733552.18
1/2/2016,1771843.05,534861.15,2306704.2
1/3/2016,987364.39,344910.55,1332274.94
1/4/2016,2136239.93,448261.14,2584501.07
1/5/2016,2108979.36,459849.35,2568828.71
1/6/2016,2321953.92,434154.17,2756108.09
1/7/2016,2305772.68,452510.9,2758283.58
1/8/2016,2890912.22,643470.47,3534382.69
1/9/2016,1791509.05,542536.36,2334045.41
1/10/2016,1121899.64,352818.84,1474718.48
1/11/2016,2055047.13,414466.17,2469513.3
1/12/2016,2024871.36,412791.98,2437663.34
1/13/2016,2096114.85,419813.38,2515928.23
1/14/2016,2507576.67,458590.42,2966167.09
1/15/2016,3028137.05,663262.01,3691399.06
1/16/2016,1719343.02,535865.22,2255208.24
1/17/2016,1106171.16,360936.27,1467107.43
1/18/2016,1913074.43,427644.51,2340718.94
1/19/2016,2158347,436240.03,2594587.03
1/20/2016,2356813.57,452853.51,2809667.08
1/21/2016,2221202.58,472431.81,2693634.39
1/22/2016,2963255.33,640981.54,3604236.87
1/23/2016,1677430.57,540735.95,2218166.52
1/24/2016,1191022.25,374695.24,1565717.49
1/25/2016,2120536.35,427624.65,2548161
1/26/2016,2058971.74,432987.88,2491959.62
1/27/2016,2396673.37,420684.44,2817357.81
1/28/2016,2520068.07,454351.06,2974419.13
1/29/2016,3095855.55,738976.37,3834831.92
1/30/2016,1980171.6,574327.13,2554498.73
1/31/2016,1318276.29,410430.45,1728706.74
2/1/2016,2003703.71,498102.92,2501806.63
2/2/2016,1920205.18,447014.6,2367219.78
2/3/2016,2161074.07,496724.36,2657798.43
2/4/2016,2667617.38,488556.86,3156174.24
2/5/2016,2852486.53,704510.93,3556997.46
2/6/2016,1838450.04,599480.77,2437930.81
2/7/2016,1253081.07,410323.64,1663404.71
2/8/2016,2110490.16,449854.85,2560345.01
2/9/2016,1901485.3,473476.02,2374961.32
2/10/2016,2981354.32,581006.86,3562361.18
2/11/2016,2727857.43,534259.93,3262117.36
2/12/2016,3102213.04,731870.23,3834083.27
2/13/2016,1960624.04,634686.92,2595310.96
2/14/2016,1381211.72,470760.42,1851972.14
2/15/2016,2001943.95,458764.14,2460708.09
2/16/2016,2460851.49,479239.88,2940091.37
2/17/2016,2204060.24,481306.12,2685366.36
2/18/2016,2784378.66,567258.39,3351637.05
2/19/2016,2917584.18,715911.14,3633495.32
2/20/2016,1903969.33,619422.81,2523392.14
2/21/2016,1330389.71,446139.57,1776529.28
2/22/2016,2397750.08,482389.54,2880139.62
2/23/2016,2162306.6,476375.45,2638682.05
2/24/2016,2570372.91,506517.47,3076890.38
2/25/2016,2555175.2,533252.6,3088427.8
2/26/2016,3203100.18,728102.48,3931202.66
2/27/2016,2045794.97,633008.37,2678803.34
2/28/2016,1321079.69,447262.74,1768342.43
2/29/2016,2718433.46,563418.99,3281852.45
3/1/2016,2298317.67,563579.52,2861897.19
3/2/2016,2376159.97,516336.92,2892496.89
3/3/2016,2734341.54,577847.9,3312189.44
3/4/2016,3061775.96,725025.42,3786801.38
3/5/2016,1957916.55,631953.63,2589870.18
3/6/2016,1328338.81,463322.7,1791661.51
3/7/2016,2147745.08,488557.15,2636302.23
3/8/2016,2268478.37,506730.62,2775208.99
3/9/2016,2570442.95,495068.4,3065511.35
3/10/2016,2673988.17,553054.57,3227042.74
3/11/2016,3143006.23,720915.66,3863921.89
3/12/2016,1971490.01,621340.28,2592830.29
3/13/2016,1326315.37,435884.59,1762199.96
3/14/2016,2294072.94,501008.27,2795081.21
3/15/2016,2452496.03,514536.11,2967032.14
3/16/2016,2670413.28,517904.5,3188317.78
3/17/2016,2711358.2,544854.88,3256213.08
3/18/2016,2922281.91,726728.4,3649010.31
3/19/2016,1964378.1,646488.22,2610866.32
3/20/2016,1428276.03,478635.63,1906911.66
3/21/2016,2159745.07,524628.13,2684373.2
3/22/2016,2267295.84,496147.83,2763443.67
3/23/2016,2579688.45,505225.61,3084914.06
3/24/2016,2887218.09,550418.22,3437636.31
3/25/2016,3032072.71,729226.79,3761299.5
3/26/2016,1986648.61,618573.63,2605222.24
3/27/2016,1178955.48,400913.25,1579868.73
3/28/2016,2479985.69,510471.28,2990456.97
3/29/2016,2181017.7,494012.43,2675030.13
3/30/2016,2683795.38,489217.45,3173012.83
3/31/2016,4065486.11,733703.34,4799189.45
4/1/2016,3323081.16,881812.36,4204893.52
4/2/2016,1971737.26,652142.59,2623879.85
4/3/2016,1392093.99,472041.43,1864135.42
4/4/2016,2104560.06,519456.7,2624016.76
4/5/2016,2293433.52,542937.1,2836370.62
4/6/2016,2658727.73,527965.87,3186693.6
4/7/2016,3225386.42,557069.79,3782456.21
4/8/2016,3283070.62,748172.33,4031242.95
4/9/2016,1926155.66,627227.7,2553383.36
4/10/2016,1480518.14,466755,1947273.14
4/11/2016,2327831.83,509405.36,2837237.19
4/12/2016,2376566.78,494630.15,2871196.93
4/13/2016,2961393.43,523650.17,3485043.6
4/14/2016,3129413.59,544262.24,3673675.83
4/15/2016,3539472.87,786855.17,4326328.04
4/16/2016,2008188.72,649821.52,2658010.24
4/17/2016,1502014.8,483100.95,1985115.75
4/18/2016,2795612.77,518883.28,3314496.05
4/19/2016,3201236.4,535365.38,3736601.78
4/20/2016,3753645.9,1074577.22,4828223.12
4/21/2016,2421588.76,481788.36,2903377.12
4/22/2016,2878872.99,695660.63,3574533.62
4/23/2016,1879411.47,608757.6,2488169.07
4/24/2016,1315719.28,454401.54,1770120.82
4/25/2016,2264859.71,489380.92,2754240.63
4/26/2016,2247244.51,488034.5,2735279.01
4/27/2016,2908787.15,537140.76,3445927.91
4/28/2016,3036704.16,557515.19,3594219.35
4/29/2016,4062384.69,875165.93,4937550.62
4/30/2016,2593344.18,838304.71,3431648.89
5/1/2016,1436862.92,487539.95,1924402.87
5/2/2016,2266283.8,534466.44,2800750.24
5/3/2016,2449472.32,591602.97,3041075.29
5/4/2016,2833248.4,541924.44,3375172.84
5/5/2016,3220679.49,616829.83,3837509.32
5/6/2016,3450675.1,788271.52,4238946.62
5/7/2016,2037709.84,631960.51,2669670.35
5/8/2016,1477600.86,514466.98,1992067.84
5/9/2016,2476376.33,537781.94,3014158.27
5/10/2016,2464288.98,547571.52,3011860.5
5/11/2016,2891810.47,545961.87,3437772.34
5/12/2016,3416108.41,580514.65,3996623.06
5/13/2016,3298246.76,783635.74,4081882.5
5/14/2016,2146689.04,667308.11,2813997.15
5/15/2016,1554060.31,530633.65,2084693.96
5/16/2016,2448793.8,555557.1,3004350.9
5/17/2016,2645378.33,558872.56,3204250.89
5/18/2016,2698340.12,544922.97,3243263.09
5/19/2016,3078940.32,598854.38,3677794.7
5/20/2016,3430302.62,846921.19,4277223.81
5/21/2016,2192517.26,684273.46,2876790.72
5/22/2016,1549450.87,505780.11,2055230.98
5/23/2016,2468027.18,544916.44,3012943.62
5/24/2016,2493335.34,548499.01,3041834.35
5/25/2016,3156781.28,606027.66,3762808.94
5/26/2016,3798978.36,657174.43,4456152.79
5/27/2016,3881655.53,862743.65,4744399.18
5/28/2016,2128478.08,679389.27,2807867.35
5/29/2016,1598291.88,536627.98,2134919.86
5/30/2016,2031929.67,518769.78,2550699.45
5/31/2016,3585451.58,1022281.27,4607732.85
6/1/2016,3087816.38,686991.74,3774808.12
6/2/2016,3282004.94,643917.23,3925922.17
6/3/2016,3804939.82,898882.52,4703822.34
6/4/2016,2188886.02,702188.86,2891074.88
6/5/2016,1584063.25,514321.16,2098384.41
6/6/2016,2636947.51,600291.41,3237238.92
6/7/2016,2544690.47,569927.5,3114617.97
6/8/2016,2879905.28,591791.52,3471696.8
6/9/2016,3554410.85,623011.47,4177422.32
6/10/2016,3813798.8,869019.69,4682818.49
6/11/2016,2242884.98,751549.53,2994434.51
6/12/2016,1629417.59,531198.86,2160616.45
6/13/2016,2748716.69,569973.47,3318690.16
6/14/2016,2736425.72,589767.39,3326193.11
6/15/2016,3246756.16,641409.79,3888165.95
6/16/2016,3531225.24,672120.66,4203345.9
6/17/2016,3651015.98,870779.88,4521795.86
6/18/2016,2197692.18,737538.43,2935230.61
6/19/2016,1638543.55,552504.86,2191048.41
6/20/2016,2776450.73,623817.61,3400268.34
6/21/2016,2888903.09,617827.99,3506731.08
6/22/2016,3303531.28,625821.23,3929352.51
6/23/2016,3465767.71,682977.22,4148744.93
6/24/2016,4301677.36,978018.95,5279696.31
6/25/2016,2098231.71,716660.89,2814892.6
6/26/2016,1547793.08,545227.97,2093021.05
6/27/2016,2774195.23,612886.86,3387082.09
6/28/2016,2794875.18,604262.32,3399137.5
6/29/2016,3451912.7,616073.94,4067986.64
6/30/2016,4132991.76,684096.78,4817088.54
7/1/2016,4583581.21,1174932.38,5758513.59
7/2/2016,2571989.34,836185.09,3408174.43
7/3/2016,2071510.13,681906.47,2753416.6
7/4/2016,1627844.32,524511.59,2152355.91
7/5/2016,3046007.12,695073.91,3741081.03
7/6/2016,2990616.41,676643.27,3667259.68
7/7/2016,3882622.31,723156.51,4605778.82
7/8/2016,4183511.61,942538.09,5126049.7
7/9/2016,2619803.76,791498.42,3411302.18
7/10/2016,1933641.23,667605.5,2601246.73
7/11/2016,3120621.36,666589.83,3787211.19
7/12/2016,3089546.8,645257.22,3734804.02
7/13/2016,3338984.44,688703.08,4027687.52
7/14/2016,4155482.34,785618.68,4941101.02
7/15/2016,4481227.76,1019863.44,5501091.2
7/16/2016,2389284.5,803275.76,3192560.26
7/17/2016,1801576.88,626145.27,2427722.15
7/18/2016,3112013.63,680817.38,3792831.01
7/19/2016,3058530.49,677745.18,3736275.67
7/20/2016,3576382.79,738190.75,4314573.54
7/21/2016,4187447.63,753988.35,4941435.98
7/22/2016,4329238.7,1014222.92,5343461.62
7/23/2016,2539876.02,833116.57,3372992.59
7/24/2016,2005465.86,674705.48,2680171.34
7/25/2016,3313303.64,688705.19,4002008.83
7/26/2016,3179457.12,685072.01,3864529.13
7/27/2016,3415477.82,706987.78,4122465.6
7/28/2016,4255298.49,776102.86,5031401.35
7/29/2016,4830365.55,1025312.45,5855678
7/30/2016,2772210.85,867881.24,3640092.09
7/31/2016,2064429.76,696057.93,2760487.69
8/1/2016,3520784.59,817775.15,4338559.74
8/2/2016,3234842,724977.76,3959819.76
8/3/2016,3925079.09,790534.64,4715613.73
8/4/2016,4168993.35,794826.97,4963820.32
8/5/2016,4704138.78,1060437.03,5764575.81
8/6/2016,2589693.47,860175.47,3449868.94
8/7/2016,2086716.78,666882.3,2753599.08
8/8/2016,3274327.97,730623.85,4004951.82
8/9/2016,3192946.94,714268.37,3907215.31
8/10/2016,3786185.34,769332.94,4555518.28
8/11/2016,4247598.79,810126.26,5057725.05
8/12/2016,4472994.46,1024730.92,5497725.38
8/13/2016,2596013.31,843628.32,3439641.63
8/14/2016,2049627.75,662246.4,2711874.15
8/15/2016,3492806.98,742992.36,4235799.34
8/16/2016,3537824.04,745949.2,4283773.24
8/17/2016,4013569.57,743433.38,4757002.95
8/18/2016,4256648.93,793740.91,5050389.84
8/19/2016,4660749.46,1067727.51,5728476.97
8/20/2016,2817135.47,905124.55,3722260.02
8/21/2016,1943596.49,677593.63,2621190.12
8/22/2016,3309401.57,721545.65,4030947.22
8/23/2016,3428017.13,722347.29,4150364.42
8/24/2016,3613171.72,745163.45,4358335.17
8/25/2016,4730108.6,886047.47,5616156.07
8/26/2016,4757952.4,1053760.02,5811712.42
8/27/2016,2748562.38,867704,3616266.38
8/28/2016,1986622.48,663636.41,2650258.89
8/29/2016,3411082.99,696421.81,4107504.8
8/30/2016,3953104.39,721537.65,4674642.04
8/31/2016,5686161.25,1196101.82,6882263.07
9/1/2016,4741224.52,1058236.76,5799461.28
9/2/2016,5028048.78,1289689.5,6317738.28
9/3/2016,2998169.07,968175.76,3966344.83
9/4/2016,2225802.69,740116.96,2965919.65
9/5/2016,2809994.32,715138.4,3525132.72
9/6/2016,3564192.37,834734.63,4398927
9/7/2016,3771445.87,776060.15,4547506.02
9/8/2016,4579908.28,834087.98,5413996.26
9/9/2016,4955556.57,1134982.69,6090539.26
9/10/2016,3074949.75,970144.6,4045094.35
9/11/2016,1932480.1,666722.9,2599203
9/12/2016,3733755.53,729763.73,4463519.26
9/13/2016,3592447.78,741719.01,4334166.79
9/14/2016,4010380.18,753758.65,4764138.83
9/15/2016,4628741.57,841089.2,5469830.77
9/16/2016,4906864.65,1104079.81,6010944.46
9/17/2016,2815779.07,932003.51,3747782.58
9/18/2016,2050464.43,673552.88,2724017.31
9/19/2016,3767937.53,727190.42,4495127.95
9/20/2016,3681508.43,802705.31,4484213.74
9/21/2016,3863512.89,777048.63,4640561.52
9/22/2016,4545610.05,807268.11,5352878.16
9/23/2016,4903543.5,1107947.89,6011491.39
9/24/2016,2872889.06,912825.19,3785714.25
9/25/2016,2050975.68,666438.1,2717413.78
9/26/2016,3831038.45,717113.35,4548151.8
9/27/2016,3721295.44,741175.92,4462471.36
9/28/2016,3981726.15,787784.13,4769510.28
9/29/2016,4896679.67,790947.55,5687627.22
9/30/2016,6802202.1,1629434.64,8431636.74
10/1/2016,3145085.75,1026491.34,4171577.09
10/2/2016,2086510.99,713021.46,2799532.45
10/3/2016,3903921.53,842753.82,4746675.35
10/4/2016,3490760.67,765551.75,4256312.42
10/5/2016,4335741.25,826669.88,5162411.13
10/6/2016,4931092.1,833403.08,5764495.18
10/7/2016,5125740.79,1127774.16,6253514.95
10/8/2016,2945249.93,934733.25,3879983.18
10/9/2016,2355747.76,715787.23,3071534.99
10/10/2016,3704711.13,727060.99,4431772.12
10/11/2016,3691278.17,737049.9,4428328.07
10/12/2016,4117205.2,776416.98,4893622.18
10/13/2016,4433713.67,857023.17,5290736.84
10/14/2016,5316916.61,1168146.91,6485063.52
10/15/2016,2944411.34,916761.82,3861173.16
10/16/2016,1983314.6,644070.25,2627384.85
10/17/2016,3906996.02,743663.97,4650659.99
10/18/2016,3768970.13,749420.01,4518390.14
10/19/2016,3915145.18,732580.13,4647725.31
10/20/2016,4713263.99,839848.62,5553112.61
10/21/2016,4917982.92,1064967.89,5982950.81
10/22/2016,3077981.75,939866.72,4017848.47
10/23/2016,2006594.57,643455.37,2650049.94
10/24/2016,3608206.48,667564.68,4275771.16
10/25/2016,3803914.49,727630.1,4531544.59
10/26/2016,4079402.24,729271.64,4808673.88
10/27/2016,4834224.13,771665.68,5605889.81
10/28/2016,5005052.27,1032648.41,6037700.68
10/29/2016,2849342.64,869189.68,3718532.32
10/30/2016,1959979.49,618897.27,2578876.76
10/31/2016,4276589.34,875786.11,5152375.45
11/1/2016,3654736.36,848641.56,4503377.92
11/2/2016,3892238.99,743570.36,4635809.35
11/3/2016,4483304.2,872481.5,5355785.7
11/4/2016,5036772.65,1081482.75,6118255.4
11/5/2016,2945323.7,918787.86,3864111.56
11/6/2016,2078872.12,711748.93,2790621.05
11/7/2016,3523398.15,734490.39,4257888.54
11/8/2016,3473323.07,732219.67,4205542.74
11/9/2016,4245947.98,761061.6,5007009.58
11/10/2016,4543805.91,922668.62,5466474.53
11/11/2016,5174554.22,978408.51,6152962.73
11/12/2016,2751119.48,875710.1,3626829.58
11/13/2016,2157111.03,648208.66,2805319.69
11/14/2016,3506341.43,694496.81,4200838.24
11/15/2016,3772204.97,760285.18,4532490.15
11/16/2016,4266733.95,769251.15,5035985.1
11/17/2016,4285202.86,793248.62,5078451.48
11/18/2016,5220510.95,1099553.91,6320064.86
11/19/2016,3000620.74,968392.78,3969013.52
11/20/2016,1934409.66,675755.89,2610165.55
11/21/2016,4484504.16,771543.06,5256047.22
11/22/2016,4876838.8,852375.2,5729214
11/23/2016,5867972.85,1261774.75,7129747.6
11/24/2016,1131445.98,344636.98,1476082.96
11/25/2016,4203525.21,1228800.47,5432325.68
11/26/2016,2385924.99,788177.58,3174102.57
11/27/2016,2114951.81,614061.63,2729013.44
11/28/2016,3569890.15,690263.95,4260154.1
11/29/2016,3597927.82,696906.37,4294834.19
11/30/2016,5660167.26,1022246.96,6682414.22
12/1/2016,4462799.34,931774.33,5394573.67
12/2/2016,4584580.45,1116695.56,5701276.01
12/3/2016,2912504.86,943159.84,3855664.7
12/4/2016,2034058.9,689383.4,2723442.3
12/5/2016,3706985.42,771822.11,4478807.53
12/6/2016,3903574.88,741709.42,4645284.3
12/7/2016,3813240.53,784066.26,4597306.79
12/8/2016,3955997.14,785501.03,4741498.17
12/9/2016,4546361.08,1005238.87,5551599.95
12/10/2016,2558404.02,893148.15,3451552.17
12/11/2016,1879000.91,667597.9,2546598.81
12/12/2016,3800849.75,739974.85,4540824.6
12/13/2016,3778131.24,744276.61,4522407.85
12/14/2016,4401264.24,767488.11,5168752.35
12/15/2016,4403455.4,829736.75,5233192.15
12/16/2016,5148632.62,1097866.16,6246498.78
12/17/2016,2747011.8,926620.27,3673632.07
12/18/2016,2024404.38,700481.5,2724885.88
12/19/2016,3636148.74,836735.27,4472884.01
12/20/2016,4044515.81,882905.95,4927421.76
12/21/2016,4234532.76,896000.93,5130533.69
12/22/2016,4668157.3,987762.63,5655919.93
12/23/2016,4960320.14,1336092.97,6296413.11
12/24/2016,2563741.86,897472.46,3461214.32
12/25/2016,623082.61,195001.21,818083.82
12/26/2016,2907542.62,881666.51,3789209.13
12/27/2016,3324831.99,752106.45,4076938.44
12/28/2016,3452036.1,797870.3,4249906.4
12/29/2016,4200475.36,859655.24,5060130.6
12/30/2016,5221889.13,1243811.86,6465700.99
12/31/2016,3713397.08,1354076,5067473.08
